,idx,image,object_count,color,shape,material,color_shape,color_material,shape_material,color_shape_material,size,all
1595,1595,70e19a13cd5fcc8bc51842e108a6bb8f.png,4,"['green', 'red', 'purple', 'brown']","['sphere', 'cone', 'cylinder', 'sphere']","['metal', 'rubber', 'metal', 'metal']","['green_sphere', 'red_cone', 'purple_cylinder', 'brown_sphere']","['green_metal', 'red_rubber', 'purple_metal', 'brown_metal']","['sphere_metal', 'cone_rubber', 'cylinder_metal', 'sphere_metal']","['green_sphere_metal', 'red_cone_rubber', 'purple_cylinder_metal', 'brown_sphere_metal']","[0.7, 0.351, 0.351, 0.351]","['green', 'red', 'purple', 'brown', 'sphere', 'cone', 'cylinder', 'sphere', 'metal', 'rubber', 'metal', 'metal', 'green_sphere', 'red_cone', 'purple_cylinder', 'brown_sphere', 'sphere_metal', 'cone_rubber', 'cylinder_metal', 'sphere_metal', 'green_metal', 'red_rubber', 'purple_metal', 'brown_metal', 'green_sphere_metal', 'red_cone_rubber', 'purple_cylinder_metal', 'brown_sphere_metal']"
1596,1596,4f2853fe2f0ce13d12b808b7e18651a9.png,3,"['red', 'brown', 'blue']","['cylinder', 'cube', 'sphere']","['rubber', 'rubber', 'rubber']","['red_cylinder', 'brown_cube', 'blue_sphere']","['red_rubber', 'brown_rubber', 'blue_rubber']","['cylinder_rubber', 'cube_rubber', 'sphere_rubber']","['red_cylinder_rubber', 'brown_cube_rubber', 'blue_sphere_rubber']","[0.7, 0.351, 0.701]","['red', 'brown', 'blue', 'cylinder', 'cube', 'sphere', 'rubber', 'rubber', 'rubber', 'red_cylinder', 'brown_cube', 'blue_sphere', 'cylinder_rubber', 'cube_rubber', 'sphere_rubber', 'red_rubber', 'brown_rubber', 'blue_rubber', 'red_cylinder_rubber', 'brown_cube_rubber', 'blue_sphere_rubber']"
1597,1597,bf049cbc1665da6d80c9f60a45fe8e97.png,5,"['yellow', 'blue', 'red', 'purple', 'cyan']","['cone', 'cube', 'cube', 'cube', 'cylinder']","['metal', 'metal', 'metal', 'rubber', 'metal']","['yellow_cone', 'blue_cube', 'red_cube', 'purple_cube', 'cyan_cylinder']","['yellow_metal', 'blue_metal', 'red_metal', 'purple_rubber', 'cyan_metal']","['cone_metal', 'cube_metal', 'cube_metal', 'cube_rubber', 'cylinder_metal']","['yellow_cone_metal', 'blue_cube_metal', 'red_cube_metal', 'purple_cube_rubber', 'cyan_cylinder_metal']","[0.351, 0.351, 0.351, 0.351, 0.701]","['yellow', 'blue', 'red', 'purple', 'cyan', 'cone', 'cube', 'cube', 'cube', 'cylinder', 'metal', 'metal', 'metal', 'rubber', 'metal', 'yellow_cone', 'blue_cube', 'red_cube', 'purple_cube', 'cyan_cylinder', 'cone_metal', 'cube_metal', 'cube_metal', 'cube_rubber', 'cylinder_metal', 'yellow_metal', 'blue_metal', 'red_metal', 'purple_rubber', 'cyan_metal', 'yellow_cone_metal', 'blue_cube_metal', 'red_cube_metal', 'purple_cube_rubber', 'cyan_cylinder_metal']"
1598,1598,77a1b29cc30722030e05c611035dbd22.png,4,"['gray', 'purple', 'red', 'green']","['cylinder', 'sphere', 'cube', 'cube']","['rubber', 'metal', 'metal', 'rubber']","['gray_cylinder', 'purple_sphere', 'red_cube', 'green_cube']","['gray_rubber', 'purple_metal', 'red_metal', 'green_rubber']","['cylinder_rubber', 'sphere_metal', 'cube_metal', 'cube_rubber']","['gray_cylinder_rubber', 'purple_sphere_metal', 'red_cube_metal', 'green_cube_rubber']","[0.351, 0.351, 0.7, 0.351]","['gray', 'purple', 'red', 'green', 'cylinder', 'sphere', 'cube', 'cube', 'rubber', 'metal', 'metal', 'rubber', 'gray_cylinder', 'purple_sphere', 'red_cube', 'green_cube', 'cylinder_rubber', 'sphere_metal', 'cube_metal', 'cube_rubber', 'gray_rubber', 'purple_metal', 'red_metal', 'green_rubber', 'gray_cylinder_rubber', 'purple_sphere_metal', 'red_cube_metal', 'green_cube_rubber']"
1599,1599,7ea85ab5db9363bb08962f7e2fdd9e96.png,8,"['cyan', 'gray', 'red', 'cyan', 'blue', 'brown', 'cyan', 'yellow']","['sphere', 'cylinder', 'cube', 'cone', 'cylinder', 'cube', 'cylinder', 'cube']","['rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal']","['cyan_sphere', 'gray_cylinder', 'red_cube', 'cyan_cone', 'blue_cylinder', 'brown_cube', 'cyan_cylinder', 'yellow_cube']","['cyan_rubber', 'gray_metal', 'red_metal', 'cyan_metal', 'blue_metal', 'brown_metal', 'cyan_metal', 'yellow_metal']","['sphere_rubber', 'cylinder_metal', 'cube_metal', 'cone_metal', 'cylinder_metal', 'cube_metal', 'cylinder_metal', 'cube_metal']","['cyan_sphere_rubber', 'gray_cylinder_metal', 'red_cube_metal', 'cyan_cone_metal', 'blue_cylinder_metal', 'brown_cube_metal', 'cyan_cylinder_metal', 'yellow_cube_metal']","[0.351, 0.351, 0.701, 0.7, 0.351, 0.7, 0.701, 0.351]","['cyan', 'gray', 'red', 'cyan', 'blue', 'brown', 'cyan', 'yellow', 'sphere', 'cylinder', 'cube', 'cone', 'cylinder', 'cube', 'cylinder', 'cube', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'cyan_sphere', 'gray_cylinder', 'red_cube', 'cyan_cone', 'blue_cylinder', 'brown_cube', 'cyan_cylinder', 'yellow_cube', 'sphere_rubber', 'cylinder_metal', 'cube_metal', 'cone_metal', 'cylinder_metal', 'cube_metal', 'cylinder_metal', 'cube_metal', 'cyan_rubber', 'gray_metal', 'red_metal', 'cyan_metal', 'blue_metal', 'brown_metal', 'cyan_metal', 'yellow_metal', 'cyan_sphere_rubber', 'gray_cylinder_metal', 'red_cube_metal', 'cyan_cone_metal', 'blue_cylinder_metal', 'brown_cube_metal', 'cyan_cylinder_metal', 'yellow_cube_metal']"
1600,1600,1582aee2db4969d298bebf8a931ff1d2.png,9,"['purple', 'gray', 'gray', 'purple', 'red', 'cyan', 'purple', 'blue', 'yellow']","['cylinder', 'cylinder', 'sphere', 'cube', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cube']","['metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal']","['purple_cylinder', 'gray_cylinder', 'gray_sphere', 'purple_cube', 'red_cylinder', 'cyan_cylinder', 'purple_cube', 'blue_cylinder', 'yellow_cube']","['purple_metal', 'gray_rubber', 'gray_metal', 'purple_rubber', 'red_rubber', 'cyan_metal', 'purple_rubber', 'blue_metal', 'yellow_metal']","['cylinder_metal', 'cylinder_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cube_metal']","['purple_cylinder_metal', 'gray_cylinder_rubber', 'gray_sphere_metal', 'purple_cube_rubber', 'red_cylinder_rubber', 'cyan_cylinder_metal', 'purple_cube_rubber', 'blue_cylinder_metal', 'yellow_cube_metal']","[0.701, 0.7, 0.701, 0.7, 0.351, 0.7, 0.351, 0.351, 0.351]","['purple', 'gray', 'gray', 'purple', 'red', 'cyan', 'purple', 'blue', 'yellow', 'cylinder', 'cylinder', 'sphere', 'cube', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cube', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'purple_cylinder', 'gray_cylinder', 'gray_sphere', 'purple_cube', 'red_cylinder', 'cyan_cylinder', 'purple_cube', 'blue_cylinder', 'yellow_cube', 'cylinder_metal', 'cylinder_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber', 'cylinder_metal', 'cube_rubber', 'cylinder_metal', 'cube_metal', 'purple_metal', 'gray_rubber', 'gray_metal', 'purple_rubber', 'red_rubber', 'cyan_metal', 'purple_rubber', 'blue_metal', 'yellow_metal', 'purple_cylinder_metal', 'gray_cylinder_rubber', 'gray_sphere_metal', 'purple_cube_rubber', 'red_cylinder_rubber', 'cyan_cylinder_metal', 'purple_cube_rubber', 'blue_cylinder_metal', 'yellow_cube_metal']"
1601,1601,d541ae38ef1cbe5a77d8010b06483a7a.png,10,"['red', 'gray', 'yellow', 'gray', 'yellow', 'green', 'blue', 'yellow', 'yellow', 'brown']","['cube', 'cylinder', 'cylinder', 'cube', 'cube', 'cone', 'cube', 'sphere', 'cylinder', 'cone']","['metal', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal']","['red_cube', 'gray_cylinder', 'yellow_cylinder', 'gray_cube', 'yellow_cube', 'green_cone', 'blue_cube', 'yellow_sphere', 'yellow_cylinder', 'brown_cone']","['red_metal', 'gray_metal', 'yellow_metal', 'gray_metal', 'yellow_rubber', 'green_rubber', 'blue_rubber', 'yellow_metal', 'yellow_rubber', 'brown_metal']","['cube_metal', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cone_rubber', 'cube_rubber', 'sphere_metal', 'cylinder_rubber', 'cone_metal']","['red_cube_metal', 'gray_cylinder_metal', 'yellow_cylinder_metal', 'gray_cube_metal', 'yellow_cube_rubber', 'green_cone_rubber', 'blue_cube_rubber', 'yellow_sphere_metal', 'yellow_cylinder_rubber', 'brown_cone_metal']","[0.351, 0.7, 0.351, 0.351, 0.351, 0.351, 0.7, 0.351, 0.7, 0.351]","['red', 'gray', 'yellow', 'gray', 'yellow', 'green', 'blue', 'yellow', 'yellow', 'brown', 'cube', 'cylinder', 'cylinder', 'cube', 'cube', 'cone', 'cube', 'sphere', 'cylinder', 'cone', 'metal', 'metal', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'red_cube', 'gray_cylinder', 'yellow_cylinder', 'gray_cube', 'yellow_cube', 'green_cone', 'blue_cube', 'yellow_sphere', 'yellow_cylinder', 'brown_cone', 'cube_metal', 'cylinder_metal', 'cylinder_metal', 'cube_metal', 'cube_rubber', 'cone_rubber', 'cube_rubber', 'sphere_metal', 'cylinder_rubber', 'cone_metal', 'red_metal', 'gray_metal', 'yellow_metal', 'gray_metal', 'yellow_rubber', 'green_rubber', 'blue_rubber', 'yellow_metal', 'yellow_rubber', 'brown_metal', 'red_cube_metal', 'gray_cylinder_metal', 'yellow_cylinder_metal', 'gray_cube_metal', 'yellow_cube_rubber', 'green_cone_rubber', 'blue_cube_rubber', 'yellow_sphere_metal', 'yellow_cylinder_rubber', 'brown_cone_metal']"
1602,1602,f4194ffd97abe1ad9b91b25b9e4de4c4.png,7,"['green', 'gray', 'red', 'yellow', 'green', 'brown', 'yellow']","['cube', 'sphere', 'sphere', 'cube', 'cylinder', 'cube', 'cone']","['rubber', 'rubber', 'metal', 'rubber', 'metal', 'rubber', 'metal']","['green_cube', 'gray_sphere', 'red_sphere', 'yellow_cube', 'green_cylinder', 'brown_cube', 'yellow_cone']","['green_rubber', 'gray_rubber', 'red_metal', 'yellow_rubber', 'green_metal', 'brown_rubber', 'yellow_metal']","['cube_rubber', 'sphere_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_metal', 'cube_rubber', 'cone_metal']","['green_cube_rubber', 'gray_sphere_rubber', 'red_sphere_metal', 'yellow_cube_rubber', 'green_cylinder_metal', 'brown_cube_rubber', 'yellow_cone_metal']","[0.7, 0.7, 0.701, 0.7, 0.351, 0.351, 0.351]","['green', 'gray', 'red', 'yellow', 'green', 'brown', 'yellow', 'cube', 'sphere', 'sphere', 'cube', 'cylinder', 'cube', 'cone', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'rubber', 'metal', 'green_cube', 'gray_sphere', 'red_sphere', 'yellow_cube', 'green_cylinder', 'brown_cube', 'yellow_cone', 'cube_rubber', 'sphere_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_metal', 'cube_rubber', 'cone_metal', 'green_rubber', 'gray_rubber', 'red_metal', 'yellow_rubber', 'green_metal', 'brown_rubber', 'yellow_metal', 'green_cube_rubber', 'gray_sphere_rubber', 'red_sphere_metal', 'yellow_cube_rubber', 'green_cylinder_metal', 'brown_cube_rubber', 'yellow_cone_metal']"
1603,1603,ce2a5be8fb9fd4a1fb3089497d7d03fc.png,5,"['cyan', 'green', 'purple', 'blue', 'red']","['sphere', 'sphere', 'cube', 'cylinder', 'cone']","['rubber', 'rubber', 'metal', 'metal', 'metal']","['cyan_sphere', 'green_sphere', 'purple_cube', 'blue_cylinder', 'red_cone']","['cyan_rubber', 'green_rubber', 'purple_metal', 'blue_metal', 'red_metal']","['sphere_rubber', 'sphere_rubber', 'cube_metal', 'cylinder_metal', 'cone_metal']","['cyan_sphere_rubber', 'green_sphere_rubber', 'purple_cube_metal', 'blue_cylinder_metal', 'red_cone_metal']","[0.7, 0.351, 0.351, 0.351, 0.7]","['cyan', 'green', 'purple', 'blue', 'red', 'sphere', 'sphere', 'cube', 'cylinder', 'cone', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'cyan_sphere', 'green_sphere', 'purple_cube', 'blue_cylinder', 'red_cone', 'sphere_rubber', 'sphere_rubber', 'cube_metal', 'cylinder_metal', 'cone_metal', 'cyan_rubber', 'green_rubber', 'purple_metal', 'blue_metal', 'red_metal', 'cyan_sphere_rubber', 'green_sphere_rubber', 'purple_cube_metal', 'blue_cylinder_metal', 'red_cone_metal']"
1604,1604,682eee6513526b2a0f71e2b390b0ec4a.png,7,"['blue', 'gray', 'cyan', 'yellow', 'purple', 'brown', 'red']","['cone', 'cylinder', 'sphere', 'cube', 'sphere', 'sphere', 'cylinder']","['metal', 'metal', 'metal', 'rubber', 'metal', 'metal', 'metal']","['blue_cone', 'gray_cylinder', 'cyan_sphere', 'yellow_cube', 'purple_sphere', 'brown_sphere', 'red_cylinder']","['blue_metal', 'gray_metal', 'cyan_metal', 'yellow_rubber', 'purple_metal', 'brown_metal', 'red_metal']","['cone_metal', 'cylinder_metal', 'sphere_metal', 'cube_rubber', 'sphere_metal', 'sphere_metal', 'cylinder_metal']","['blue_cone_metal', 'gray_cylinder_metal', 'cyan_sphere_metal', 'yellow_cube_rubber', 'purple_sphere_metal', 'brown_sphere_metal', 'red_cylinder_metal']","[0.7, 0.7, 0.701, 0.7, 0.701, 0.7, 0.7]","['blue', 'gray', 'cyan', 'yellow', 'purple', 'brown', 'red', 'cone', 'cylinder', 'sphere', 'cube', 'sphere', 'sphere', 'cylinder', 'metal', 'metal', 'metal', 'rubber', 'metal', 'metal', 'metal', 'blue_cone', 'gray_cylinder', 'cyan_sphere', 'yellow_cube', 'purple_sphere', 'brown_sphere', 'red_cylinder', 'cone_metal', 'cylinder_metal', 'sphere_metal', 'cube_rubber', 'sphere_metal', 'sphere_metal', 'cylinder_metal', 'blue_metal', 'gray_metal', 'cyan_metal', 'yellow_rubber', 'purple_metal', 'brown_metal', 'red_metal', 'blue_cone_metal', 'gray_cylinder_metal', 'cyan_sphere_metal', 'yellow_cube_rubber', 'purple_sphere_metal', 'brown_sphere_metal', 'red_cylinder_metal']"
1605,1605,7050255191effc1bb637fdfa4798d325.png,7,"['yellow', 'gray', 'green', 'gray', 'cyan', 'red', 'blue']","['cylinder', 'cube', 'cylinder', 'sphere', 'sphere', 'cone', 'cylinder']","['metal', 'rubber', 'rubber', 'metal', 'metal', 'rubber', 'metal']","['yellow_cylinder', 'gray_cube', 'green_cylinder', 'gray_sphere', 'cyan_sphere', 'red_cone', 'blue_cylinder']","['yellow_metal', 'gray_rubber', 'green_rubber', 'gray_metal', 'cyan_metal', 'red_rubber', 'blue_metal']","['cylinder_metal', 'cube_rubber', 'cylinder_rubber', 'sphere_metal', 'sphere_metal', 'cone_rubber', 'cylinder_metal']","['yellow_cylinder_metal', 'gray_cube_rubber', 'green_cylinder_rubber', 'gray_sphere_metal', 'cyan_sphere_metal', 'red_cone_rubber', 'blue_cylinder_metal']","[0.351, 0.7, 0.351, 0.7, 0.351, 0.351, 0.351]","['yellow', 'gray', 'green', 'gray', 'cyan', 'red', 'blue', 'cylinder', 'cube', 'cylinder', 'sphere', 'sphere', 'cone', 'cylinder', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'yellow_cylinder', 'gray_cube', 'green_cylinder', 'gray_sphere', 'cyan_sphere', 'red_cone', 'blue_cylinder', 'cylinder_metal', 'cube_rubber', 'cylinder_rubber', 'sphere_metal', 'sphere_metal', 'cone_rubber', 'cylinder_metal', 'yellow_metal', 'gray_rubber', 'green_rubber', 'gray_metal', 'cyan_metal', 'red_rubber', 'blue_metal', 'yellow_cylinder_metal', 'gray_cube_rubber', 'green_cylinder_rubber', 'gray_sphere_metal', 'cyan_sphere_metal', 'red_cone_rubber', 'blue_cylinder_metal']"
1606,1606,58f5461ddd011ba713ac6df61eb3e47f.png,9,"['green', 'yellow', 'cyan', 'yellow', 'yellow', 'purple', 'gray', 'yellow', 'blue']","['sphere', 'sphere', 'cube', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'cone', 'sphere']","['rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal']","['green_sphere', 'yellow_sphere', 'cyan_cube', 'yellow_sphere', 'yellow_cylinder', 'purple_cylinder', 'gray_cylinder', 'yellow_cone', 'blue_sphere']","['green_rubber', 'yellow_rubber', 'cyan_metal', 'yellow_metal', 'yellow_metal', 'purple_metal', 'gray_metal', 'yellow_metal', 'blue_metal']","['sphere_rubber', 'sphere_rubber', 'cube_metal', 'sphere_metal', 'cylinder_metal', 'cylinder_metal', 'cylinder_metal', 'cone_metal', 'sphere_metal']","['green_sphere_rubber', 'yellow_sphere_rubber', 'cyan_cube_metal', 'yellow_sphere_metal', 'yellow_cylinder_metal', 'purple_cylinder_metal', 'gray_cylinder_metal', 'yellow_cone_metal', 'blue_sphere_metal']","[0.7, 0.351, 0.701, 0.351, 0.7, 0.7, 0.351, 0.351, 0.7]","['green', 'yellow', 'cyan', 'yellow', 'yellow', 'purple', 'gray', 'yellow', 'blue', 'sphere', 'sphere', 'cube', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'cone', 'sphere', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'green_sphere', 'yellow_sphere', 'cyan_cube', 'yellow_sphere', 'yellow_cylinder', 'purple_cylinder', 'gray_cylinder', 'yellow_cone', 'blue_sphere', 'sphere_rubber', 'sphere_rubber', 'cube_metal', 'sphere_metal', 'cylinder_metal', 'cylinder_metal', 'cylinder_metal', 'cone_metal', 'sphere_metal', 'green_rubber', 'yellow_rubber', 'cyan_metal', 'yellow_metal', 'yellow_metal', 'purple_metal', 'gray_metal', 'yellow_metal', 'blue_metal', 'green_sphere_rubber', 'yellow_sphere_rubber', 'cyan_cube_metal', 'yellow_sphere_metal', 'yellow_cylinder_metal', 'purple_cylinder_metal', 'gray_cylinder_metal', 'yellow_cone_metal', 'blue_sphere_metal']"
1607,1607,728cf5b9cb4b81f71692a0c0698dbf73.png,5,"['blue', 'gray', 'green', 'red', 'yellow']","['sphere', 'cylinder', 'cube', 'sphere', 'sphere']","['rubber', 'metal', 'rubber', 'rubber', 'metal']","['blue_sphere', 'gray_cylinder', 'green_cube', 'red_sphere', 'yellow_sphere']","['blue_rubber', 'gray_metal', 'green_rubber', 'red_rubber', 'yellow_metal']","['sphere_rubber', 'cylinder_metal', 'cube_rubber', 'sphere_rubber', 'sphere_metal']","['blue_sphere_rubber', 'gray_cylinder_metal', 'green_cube_rubber', 'red_sphere_rubber', 'yellow_sphere_metal']","[0.7, 0.351, 0.351, 0.7, 0.351]","['blue', 'gray', 'green', 'red', 'yellow', 'sphere', 'cylinder', 'cube', 'sphere', 'sphere', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'blue_sphere', 'gray_cylinder', 'green_cube', 'red_sphere', 'yellow_sphere', 'sphere_rubber', 'cylinder_metal', 'cube_rubber', 'sphere_rubber', 'sphere_metal', 'blue_rubber', 'gray_metal', 'green_rubber', 'red_rubber', 'yellow_metal', 'blue_sphere_rubber', 'gray_cylinder_metal', 'green_cube_rubber', 'red_sphere_rubber', 'yellow_sphere_metal']"
1608,1608,cb6c65394dfb08ece71d082fc314efd3.png,4,"['green', 'purple', 'gray', 'cyan']","['cube', 'cylinder', 'sphere', 'sphere']","['rubber', 'metal', 'rubber', 'metal']","['green_cube', 'purple_cylinder', 'gray_sphere', 'cyan_sphere']","['green_rubber', 'purple_metal', 'gray_rubber', 'cyan_metal']","['cube_rubber', 'cylinder_metal', 'sphere_rubber', 'sphere_metal']","['green_cube_rubber', 'purple_cylinder_metal', 'gray_sphere_rubber', 'cyan_sphere_metal']","[0.7, 0.701, 0.7, 0.351]","['green', 'purple', 'gray', 'cyan', 'cube', 'cylinder', 'sphere', 'sphere', 'rubber', 'metal', 'rubber', 'metal', 'green_cube', 'purple_cylinder', 'gray_sphere', 'cyan_sphere', 'cube_rubber', 'cylinder_metal', 'sphere_rubber', 'sphere_metal', 'green_rubber', 'purple_metal', 'gray_rubber', 'cyan_metal', 'green_cube_rubber', 'purple_cylinder_metal', 'gray_sphere_rubber', 'cyan_sphere_metal']"
1609,1609,dfbda67e0b5c875f5862ec0b101904f6.png,7,"['brown', 'yellow', 'cyan', 'green', 'blue', 'red', 'brown']","['cube', 'cube', 'cube', 'cube', 'sphere', 'cube', 'cylinder']","['rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber']","['brown_cube', 'yellow_cube', 'cyan_cube', 'green_cube', 'blue_sphere', 'red_cube', 'brown_cylinder']","['brown_rubber', 'yellow_metal', 'cyan_metal', 'green_rubber', 'blue_metal', 'red_rubber', 'brown_rubber']","['cube_rubber', 'cube_metal', 'cube_metal', 'cube_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber']","['brown_cube_rubber', 'yellow_cube_metal', 'cyan_cube_metal', 'green_cube_rubber', 'blue_sphere_metal', 'red_cube_rubber', 'brown_cylinder_rubber']","[0.7, 0.351, 0.701, 0.7, 0.7, 0.351, 0.7]","['brown', 'yellow', 'cyan', 'green', 'blue', 'red', 'brown', 'cube', 'cube', 'cube', 'cube', 'sphere', 'cube', 'cylinder', 'rubber', 'metal', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'brown_cube', 'yellow_cube', 'cyan_cube', 'green_cube', 'blue_sphere', 'red_cube', 'brown_cylinder', 'cube_rubber', 'cube_metal', 'cube_metal', 'cube_rubber', 'sphere_metal', 'cube_rubber', 'cylinder_rubber', 'brown_rubber', 'yellow_metal', 'cyan_metal', 'green_rubber', 'blue_metal', 'red_rubber', 'brown_rubber', 'brown_cube_rubber', 'yellow_cube_metal', 'cyan_cube_metal', 'green_cube_rubber', 'blue_sphere_metal', 'red_cube_rubber', 'brown_cylinder_rubber']"
1610,1610,d368c910447e42613b752ac6f07279a4.png,4,"['gray', 'green', 'brown', 'blue']","['sphere', 'cone', 'cube', 'cube']","['metal', 'rubber', 'rubber', 'metal']","['gray_sphere', 'green_cone', 'brown_cube', 'blue_cube']","['gray_metal', 'green_rubber', 'brown_rubber', 'blue_metal']","['sphere_metal', 'cone_rubber', 'cube_rubber', 'cube_metal']","['gray_sphere_metal', 'green_cone_rubber', 'brown_cube_rubber', 'blue_cube_metal']","[0.7, 0.7, 0.351, 0.351]","['gray', 'green', 'brown', 'blue', 'sphere', 'cone', 'cube', 'cube', 'metal', 'rubber', 'rubber', 'metal', 'gray_sphere', 'green_cone', 'brown_cube', 'blue_cube', 'sphere_metal', 'cone_rubber', 'cube_rubber', 'cube_metal', 'gray_metal', 'green_rubber', 'brown_rubber', 'blue_metal', 'gray_sphere_metal', 'green_cone_rubber', 'brown_cube_rubber', 'blue_cube_metal']"
1611,1611,bcb0f6846596afc5efa8a8b79996f35e.png,10,"['green', 'red', 'gray', 'green', 'green', 'red', 'red', 'cyan', 'blue', 'yellow']","['cylinder', 'cube', 'cube', 'sphere', 'cylinder', 'cylinder', 'sphere', 'sphere', 'cone', 'sphere']","['rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal', 'metal']","['green_cylinder', 'red_cube', 'gray_cube', 'green_sphere', 'green_cylinder', 'red_cylinder', 'red_sphere', 'cyan_sphere', 'blue_cone', 'yellow_sphere']","['green_rubber', 'red_rubber', 'gray_rubber', 'green_rubber', 'green_metal', 'red_rubber', 'red_metal', 'cyan_metal', 'blue_metal', 'yellow_metal']","['cylinder_rubber', 'cube_rubber', 'cube_rubber', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'sphere_metal', 'sphere_metal', 'cone_metal', 'sphere_metal']","['green_cylinder_rubber', 'red_cube_rubber', 'gray_cube_rubber', 'green_sphere_rubber', 'green_cylinder_metal', 'red_cylinder_rubber', 'red_sphere_metal', 'cyan_sphere_metal', 'blue_cone_metal', 'yellow_sphere_metal']","[0.351, 0.351, 0.701, 0.7, 0.351, 0.7, 0.351, 0.351, 0.7, 0.351]","['green', 'red', 'gray', 'green', 'green', 'red', 'red', 'cyan', 'blue', 'yellow', 'cylinder', 'cube', 'cube', 'sphere', 'cylinder', 'cylinder', 'sphere', 'sphere', 'cone', 'sphere', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal', 'metal', 'green_cylinder', 'red_cube', 'gray_cube', 'green_sphere', 'green_cylinder', 'red_cylinder', 'red_sphere', 'cyan_sphere', 'blue_cone', 'yellow_sphere', 'cylinder_rubber', 'cube_rubber', 'cube_rubber', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'sphere_metal', 'sphere_metal', 'cone_metal', 'sphere_metal', 'green_rubber', 'red_rubber', 'gray_rubber', 'green_rubber', 'green_metal', 'red_rubber', 'red_metal', 'cyan_metal', 'blue_metal', 'yellow_metal', 'green_cylinder_rubber', 'red_cube_rubber', 'gray_cube_rubber', 'green_sphere_rubber', 'green_cylinder_metal', 'red_cylinder_rubber', 'red_sphere_metal', 'cyan_sphere_metal', 'blue_cone_metal', 'yellow_sphere_metal']"
